pair_id,seed,before_experiment_id,after_experiment_id,before_variant,after_variant,before_pass,after_pass,hardware_transition,before_failure_class,after_failure_class,before_abort_reason,after_abort_reason,before_abort_lane,after_abort_lane,feature_key,feature_layer,feature,metric,family,lane,bit,control_bit,scope,before_value,after_value,delta,before_abs,after_abs,delta_abs,abs_improved,abs_worsened,sign_flip
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_4__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,4,dqs_vs_dq_lane,-244.5,413.5,658.0,244.5,413.5,169.0,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_0__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_0__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,0,dqs_vs_dq_lane,144.5,-292.0,-436.5,144.5,292.0,147.5,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_1__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_1__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,1,dqs_vs_dq_lane,21.0,337.0,316.0,21.0,337.0,316.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,650.5,280.5,-370.0,650.5,280.5,-370.0,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_3__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_3__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,3,dqs_vs_dq_lane,245.0,-313.0,-558.0,245.0,313.0,68.0,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,4,dqs_vs_dq_lane,-5.0,594.5,599.5,5.0,594.5,589.5,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__iologic_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__iologic_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,iologic_skew,lane0,dqs0,,dqs_vs_dq_lane,1509.5,1555.5,46.0,1509.5,1555.5,46.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_dqs_minus_dq_median__iologic_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,skew,signed_dqs_minus_dq_median__iologic_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,iologic_skew,lane1,dqs1,,dqs_vs_dq_lane,660.5,1322.5,662.0,660.5,1322.5,662.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps,skew,signed_idelayctrl_minus_reset_release__startup_relative_skew__all__no_bit__ctrl_none__idelayctrl_vs_reset__value_ps,signed_idelayctrl_minus_reset_release,startup_relative_skew,all,,,idelayctrl_vs_reset,1330.0,1845.0,515.0,1330.0,1845.0,515.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,skew,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,-365.0,19.0,384.0,365.0,19.0,-346.0,True,False,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dq__value_ps,skew,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dq,-267.5,-376.0,-108.5,267.5,376.0,108.5,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dq__value_ps,skew,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dq,-212.0,-378.0,-166.0,212.0,378.0,166.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dq__value_ps,skew,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dq,-116.5,-434.5,-318.0,116.5,434.5,318.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,skew,signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dq,-517.5,-365.0,152.5,517.5,365.0,-152.5,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dqs,-269.0,-302.0,-33.0,269.0,302.0,33.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dqs,-85.0,-314.0,-229.0,85.0,314.0,229.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dqs,-356.0,-342.0,14.0,356.0,342.0,-14.0,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dqs,-273.0,-263.0,10.0,273.0,263.0,-10.0,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,skew,signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,-278.0,-184.0,94.0,278.0,184.0,-94.0,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,skew,signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,dqs_vs_dq_lane,-201.0,187.5,388.5,201.0,187.5,-13.5,True,False,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,skew,signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane1,dqs1,,dqs_vs_dq_lane,-116.0,-179.5,-63.5,116.0,179.5,63.5,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,0,ld_vs_cntvaluein_dq_lane,-180.5,446.5,627.0,180.5,446.5,266.0,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,1,ld_vs_cntvaluein_dq_lane,168.5,266.5,98.0,168.5,266.5,98.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,2,ld_vs_cntvaluein_dq_lane,187.5,299.0,111.5,187.5,299.0,111.5,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,3,ld_vs_cntvaluein_dq_lane,160.5,-789.0,-949.5,160.5,789.0,628.5,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane0__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane0,,4,ld_vs_cntvaluein_dq_lane,-500.5,412.0,912.5,500.5,412.0,-88.5,True,False,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_0__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,0,ld_vs_cntvaluein_dq_lane,141.5,121.5,-20.0,141.5,121.5,-20.0,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,1,ld_vs_cntvaluein_dq_lane,393.0,336.5,-56.5,393.0,336.5,-56.5,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_2__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,2,ld_vs_cntvaluein_dq_lane,356.5,371.0,14.5,356.5,371.0,14.5,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,3,ld_vs_cntvaluein_dq_lane,234.0,-660.5,-894.5,234.0,660.5,426.5,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,skew,signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_4__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,4,ld_vs_cntvaluein_dq_lane,-26.0,471.0,497.0,26.0,471.0,445.0,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,0,ld_vs_cntvaluein_dqs,-430.0,605.0,1035.0,430.0,605.0,175.0,False,True,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_1__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_1__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,1,ld_vs_cntvaluein_dqs,129.0,179.0,50.0,129.0,179.0,50.0,False,True,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_2__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_2__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,2,ld_vs_cntvaluein_dqs,-808.0,242.0,1050.0,808.0,242.0,-566.0,True,False,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,3,ld_vs_cntvaluein_dqs,-442.0,-117.0,325.0,442.0,117.0,-325.0,True,False,False
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,4,ld_vs_cntvaluein_dqs,-457.0,186.0,643.0,457.0,186.0,-271.0,True,False,True
seed12__baseline-no-lock__to__cntvaluein3-skew-locked,12,baseline-no-lock-seed-12,cntvaluein3-skew-locked-seed12-long-poll,baseline-no-lock,cntvaluein3-skew-locked,False,False,fail_to_fail,fail_abort2_lane0,fail_no_abort_or_startup,2,0,0,0,skew::signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,skew,signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_0__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,0,ld_vs_cntvaluein_dqs,-119.0,234.0,353.0,119.0,234.0,115.0,False,True,True
