feature,metric,family,lane,bit,control_bit,scope,n_total,sign_flip_total,abs_improved_total,abs_worsened_total,fail_to_pass_n,fail_to_pass_median_delta_ps,fail_to_pass_median_delta_abs_ps,fail_to_pass_sign_flip_count,fail_to_pass_abs_improved_count,fail_to_pass_abs_worsened_count,fail_to_fail_n,fail_to_fail_median_delta_ps,fail_to_fail_median_delta_abs_ps,fail_to_fail_sign_flip_count,fail_to_fail_abs_improved_count,fail_to_fail_abs_worsened_count,pass_to_fail_n,pass_to_fail_median_delta_ps,pass_to_fail_median_delta_abs_ps,pass_to_fail_sign_flip_count,pass_to_fail_abs_improved_count,pass_to_fail_abs_worsened_count,pass_to_pass_n,pass_to_pass_median_delta_ps,pass_to_pass_median_delta_abs_ps,pass_to_pass_sign_flip_count,pass_to_pass_abs_improved_count,pass_to_pass_abs_worsened_count,passfail_minus_failpass_median_delta_ps,passfail_minus_failpass_sign_flip_rate,contrast_score
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_1__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,1,ld_vs_cntvaluein_dq_lane,30,12,11,19,13,-27.5,27.5,7,6,7,3,71,71,0,1,2,8,-169.5,85.5,2,3,5,6,136.75,252.5,3,1,5,-142,-0.288462,170.8462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,3,dqs_vs_dq_bit,30,17,16,14,13,-89,-8,8,7,6,3,894,186,3,0,3,8,52.5,-270.5,3,6,2,6,239.5,42.5,3,3,3,141.5,-0.240385,165.5385
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,2,dqs_vs_dq_bit,30,16,13,17,13,-75,75,8,6,7,3,-40,-46,2,3,0,8,78,126,4,2,6,6,8,21,2,2,4,153,-0.115385,164.5385
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dq,30,3,14,16,13,-89.5,89.5,1,4,9,3,128.5,-128.5,0,2,1,8,54.75,-54.75,2,4,4,6,201.75,-201.75,0,4,2,144.25,0.173077,161.5577
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,3,dqs_vs_dq_bit,30,13,15,15,13,-214,25,5,6,7,3,659,87,3,1,2,8,-66.5,-8,2,4,4,6,53.5,-260.5,3,4,2,147.5,-0.134615,160.9615
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dqs,30,3,11,19,13,-143,143,2,2,11,3,60,-60,1,2,1,8,2,-2,0,4,4,6,20,-20,0,3,3,145,-0.153846,160.3846
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq2__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq2,4,dqs_vs_dq_bit,30,15,14,16,13,-234,113,4,5,8,3,396,375,3,1,2,8,-94,-63,4,6,2,6,146.5,130.5,4,2,4,140,0.192308,159.2308
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,4,dqs_vs_dq_bit,30,11,11,19,13,-210,150,6,5,8,3,847,5,2,1,2,8,-72,49.5,2,2,6,6,148,7.5,1,3,3,138,-0.211538,159.1538
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_3__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,3,dqs_vs_dq_lane,30,14,17,13,13,-169.5,38.5,7,6,7,3,624.5,39.5,3,1,2,8,-41,-162.5,2,6,2,6,110.25,-173.75,2,4,2,128.5,-0.288462,157.3462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,1,dqs_vs_dq_bit,30,16,18,12,13,-4,-4,8,8,5,3,-296,221,2,1,2,8,128,-121,3,6,2,6,35.5,13,3,3,3,132,-0.240385,156.0385
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,4,dqs_vs_dq_bit,30,16,15,15,13,-151,35,3,6,7,3,343,185,3,1,2,8,-255,-84,6,5,3,6,-50.5,32.5,4,3,3,-104,0.519231,155.9231
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,3,ld_vs_cntvaluein_dqs,30,13,8,22,13,-377,62,5,5,8,3,-700,231,3,0,3,8,-518,402,2,1,7,6,-308,197.5,3,2,4,-141,-0.134615,154.4615
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_3__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,3,ld_vs_cntvaluein_dqs,30,12,11,19,13,-336,45,5,6,7,3,-447,198,1,1,2,8,-489,74,3,3,5,6,-355.5,309,3,1,5,-153,-0.009615,153.9615
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_2__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,2,lane1_vs_lane0_dqs,30,9,17,13,13,66,-66,5,8,5,3,-5,5,0,1,2,8,-76.5,60,3,4,4,6,84,-84,1,4,2,-142.5,-0.009615,143.4615
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,1,dqs_vs_dq_bit,30,17,21,9,13,175,-240,6,10,3,3,-441,4,3,1,2,8,303,-258,3,7,1,6,370.5,50.5,5,3,3,128,-0.086538,136.6538
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,4,dqs_vs_dq_bit,30,13,12,18,13,-208,114,4,5,8,3,175,175,2,1,2,8,-94.5,11,4,4,4,6,86.5,30.5,3,2,4,113.5,0.192308,132.7308
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_2__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,2,dqs_vs_dq_lane,30,17,15,15,13,21,-21,8,7,6,3,7.5,-83.5,2,2,1,8,-97.25,58.75,4,3,5,6,77.5,-1.5,3,3,3,-118.25,-0.115385,129.7885
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,4,ld_vs_cntvaluein_dqs,30,13,10,20,13,-141,1,7,6,7,3,-42,42,1,1,2,8,-28.5,89,3,1,7,6,168.5,47,2,2,4,112.5,-0.163462,128.8462
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane0__dqs0__ctrl_2__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane0,dqs0,2,ld_vs_cntvaluein_dqs,30,19,21,9,13,-152,-154,7,12,1,3,-202,-514,3,2,1,8,-271.5,-20.5,5,4,4,6,348.5,4.5,4,3,3,-119.5,0.086538,128.1538
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,4,dqs_vs_dq_bit,30,12,13,17,13,-202,113,4,5,8,3,349,255,3,1,2,8,-93.5,37.5,4,3,5,6,10.5,-34.5,1,4,2,108.5,0.192308,127.7308
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dqs,30,5,12,17,13,-13,13,1,5,7,3,283,-183,1,3,0,8,-134.5,134.5,1,2,6,6,-203,203,2,2,4,-121.5,0.048077,126.3077
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,1,dqs_vs_dq_bit,30,15,14,16,13,110,-140,8,7,6,3,-301,301,2,0,3,8,28.5,-28.5,2,4,4,6,122,56.5,3,3,3,-81.5,-0.365385,118.0385
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,4,dqs_vs_dq_bit,30,13,10,20,13,-171,66,5,4,9,3,580,-84,3,2,1,8,-273,96.5,4,2,6,6,-53,86,1,2,4,-102,0.115385,113.5385
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,3,dqs_vs_dq_bit,30,12,14,16,13,-153,17,4,6,7,3,778,290,3,0,3,8,-46,-13,2,4,4,6,-176,-117,3,4,2,107,-0.057692,112.7692
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,4,dqs_vs_dq_bit,30,14,21,9,13,4,-77,7,10,3,3,174,65,2,1,2,8,-102,-40,4,5,3,6,-47,-152.5,1,5,1,-106,-0.038462,109.8462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq1__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq1,3,dqs_vs_dq_bit,30,15,15,15,13,-4,1,7,6,7,3,680,334,3,0,3,8,-83,-237.5,2,6,2,6,264.5,-24.5,3,3,3,-79,-0.288462,107.8462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,4,dqs_vs_dq_bit,30,15,12,17,13,-232,151,3,5,8,3,547,293,3,1,2,8,-167,-17,5,4,3,6,165,26,4,2,4,65,0.394231,104.4231
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,4,dqs_vs_dq_bit,30,15,17,13,13,-155,-83,2,8,5,3,541,88,3,1,2,8,-196.5,-53,6,6,2,6,-68,9.5,4,2,4,-41.5,0.596154,101.1154
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,1,dqs_vs_dq_bit,30,16,15,15,13,204,-5,9,7,6,3,-5,-5,0,2,1,8,137,130,3,2,6,6,316.5,-161.5,4,4,2,-67,-0.317308,98.7308
signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane1__dqs1__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane1,dqs1,,dqs_vs_dq_lane,30,12,11,19,13,-23,23,5,5,8,3,-181.5,154.5,2,0,3,8,-119.5,59,3,3,5,6,-31.25,-20.25,2,3,3,-96.5,-0.009615,97.4615
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,2,dqs_vs_dq_bit,30,14,15,15,13,124,121,7,5,8,3,-227,-227,1,2,1,8,35.5,-21,4,4,4,6,-109,-385.5,2,4,2,-88.5,-0.038462,92.3462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq14__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq14,1,dqs_vs_dq_bit,30,11,16,14,13,150,-112,5,9,4,3,-303,208,2,0,3,8,85,-113.5,1,4,4,6,140.5,99.5,3,3,3,-65,-0.259615,90.9615
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dqs,30,5,14,16,13,-47,95,2,4,9,3,71,-71,0,2,1,8,33.5,-33.5,2,5,3,6,-17,17,1,3,3,80.5,0.096154,90.1154
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,1,dqs_vs_dq_bit,30,19,21,9,13,68,-9,9,7,6,3,-167,-29,2,2,1,8,-0.5,-92.5,4,8,0,6,147,-102.5,4,4,2,-68.5,-0.192308,87.7308
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq11__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq11,4,dqs_vs_dq_bit,30,18,18,12,13,-119,-114,7,8,5,3,464,-26,2,2,1,8,-184,-108,6,5,3,6,9,-6,3,3,3,-65,0.211538,86.1538
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq0__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq0,1,dqs_vs_dq_bit,30,16,22,8,13,200,-298,7,9,4,3,-518,-71,3,2,1,8,251,-139.5,2,8,0,6,398.5,-27.5,4,3,3,51,-0.288462,79.8462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,4,dqs_vs_dq_bit,30,14,11,19,13,-242,89,6,4,9,3,342,-22,2,2,1,8,-167,73.5,4,3,5,6,-18,36,2,2,4,75,0.038462,78.8462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq15__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq15,4,dqs_vs_dq_bit,30,16,16,14,13,19,-68,8,10,3,3,370,210,2,0,3,8,84.5,2.5,4,4,4,6,22,77.5,2,2,4,65.5,-0.115385,77.0385
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq9__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq9,1,dqs_vs_dq_bit,30,17,14,16,13,209,40,8,6,7,3,-16,-16,0,2,1,8,133.5,55.5,5,2,6,6,285.5,-83.5,4,4,2,-75.5,0.009615,76.4615
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_4__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,4,ld_vs_cntvaluein_dqs,30,16,12,18,13,-156,97,9,6,7,3,-738,364,2,1,2,8,-99.5,123,4,2,6,6,-97.5,-32,1,3,3,56.5,-0.192308,75.7308
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq8__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq8,3,dqs_vs_dq_bit,30,13,14,16,13,13,27,4,5,8,3,491,447,2,1,2,8,-54,39,3,3,5,6,-104.5,-80,4,5,1,-67,0.067308,73.7308
signed_ld_dqs_minus_dq_median__idelay_ld_skew__lane0__dqs0__ctrl_none__dqs_vs_dq_lane__value_ps,signed_ld_dqs_minus_dq_median,idelay_ld_skew,lane0,dqs0,,dqs_vs_dq_lane,30,6,15,15,13,24,8.5,3,5,8,3,-72,-63.5,1,3,0,8,-47.25,45.75,2,2,6,6,100.75,-179,0,5,1,-71.25,0.019231,73.1731
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane0__dqs0__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane0,dqs0,4,dqs_vs_dq_lane,30,15,13,17,13,-129,99,4,5,8,3,343,236.5,3,1,2,8,-165.25,-32.75,5,5,3,6,67.5,46.25,3,2,4,-36.25,0.317308,67.9808
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq13__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq13,4,dqs_vs_dq_bit,30,15,14,16,13,-119,28,7,5,8,3,784,-136,2,2,1,8,-56,-1.5,4,4,4,6,24,-2.5,2,3,3,63,-0.038462,66.8462
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_1__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,1,lane1_vs_lane0_dq,30,2,15,15,13,60.5,-60.5,0,7,6,3,-87.5,87.5,0,1,2,8,7.75,-7.75,1,4,4,6,-37,37,1,3,3,-52.75,0.125,65.25
signed_ld_minus_cntvaluein_dq_median__idelay_ld_cntvaluein_skew__lane1__no_bit__ctrl_3__ld_vs_cntvaluein_dq_lane__value_ps,signed_ld_minus_cntvaluein_dq_median,idelay_ld_cntvaluein_skew,lane1,,3,ld_vs_cntvaluein_dq_lane,30,18,10,20,13,-531.5,208.5,8,5,8,3,-321,63,2,1,2,8,-481.5,135,4,3,5,6,-358,162.5,4,1,5,50,-0.115385,61.5385
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq4__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq4,3,dqs_vs_dq_bit,30,12,16,14,13,60,-60,5,7,6,3,691,253,3,0,3,8,27,-46.5,1,5,3,6,173.5,-27.5,3,4,2,-33,-0.259615,58.9615
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_1__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,1,dqs_vs_dq_bit,30,14,17,13,13,35,-126,6,9,4,3,-347,231,2,0,3,8,80,-80,3,4,4,6,573,-241,3,4,2,45,-0.086538,53.6538
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq5__ctrl_2__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq5,2,dqs_vs_dq_bit,30,15,18,12,13,14,-14,7,7,6,3,-146,-146,1,2,1,8,48.5,-75.5,3,5,3,6,93.5,-263,4,4,2,34.5,-0.163462,50.8462
signed_ld_minus_cntvaluein_dqs__idelay_ld_cntvaluein_skew__lane1__dqs1__ctrl_2__ld_vs_cntvaluein_dqs__value_ps,signed_ld_minus_cntvaluein_dqs,idelay_ld_cntvaluein_skew,lane1,dqs1,2,ld_vs_cntvaluein_dqs,30,14,15,15,13,-112,-10,3,7,6,3,-480,398,2,1,2,8,-89,-16,4,5,3,6,154,49.5,5,2,4,23,0.269231,49.9231
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_1__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,1,dqs_vs_dq_lane,30,18,16,14,13,99,-87,8,7,6,3,-233.5,218,3,1,2,8,75,-92.5,3,5,3,6,132.5,-71.5,4,3,3,-24,-0.240385,48.0385
signed_dqs_minus_dq_median__idelay_cntvaluein_skew__lane1__dqs1__ctrl_4__dqs_vs_dq_lane__value_ps,signed_dqs_minus_dq_median,idelay_cntvaluein_skew,lane1,dqs1,4,dqs_vs_dq_lane,30,15,12,18,13,-93.5,-28.5,6,7,6,3,566,52.5,2,1,2,8,-120.5,43,5,3,5,6,15.75,61.5,2,1,5,-27,0.163462,43.3462
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq6__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq6,3,dqs_vs_dq_bit,30,13,18,12,13,-43,-65,6,8,5,3,511,62,3,1,2,8,-23.5,-20.5,2,4,4,6,-22,-108.5,2,5,1,19.5,-0.211538,40.6538
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_4__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,4,lane1_vs_lane0_dq,30,1,12,18,13,-49,49,0,4,9,3,46.5,-46.5,1,2,1,8,-11.25,11.25,0,3,5,6,-10.5,10.5,0,3,3,37.75,0,37.75
signed_lane1_minus_lane0_dqs__idelay_cntvaluein_skew__all__no_bit__ctrl_3__lane1_vs_lane0_dqs__value_ps,signed_lane1_minus_lane0_dqs,idelay_cntvaluein_skew,all,,3,lane1_vs_lane0_dqs,30,5,14,15,13,-7,7,3,5,7,3,259,-259,0,2,1,8,17,-17,1,5,3,6,-103.5,73,1,2,4,24,-0.105769,34.5769
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq7__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq7,3,dqs_vs_dq_bit,30,12,19,11,13,-40,-166,5,8,5,3,650,-103,3,2,1,8,-56.5,12.5,2,4,4,6,134,-193,2,5,1,-16.5,-0.134615,29.9615
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq12__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq12,3,dqs_vs_dq_bit,30,13,17,13,13,13,13,4,6,7,3,944,305,3,1,2,8,-3,-55,2,5,3,6,-117.5,-68.5,4,5,1,-16,-0.057692,21.7692
signed_lane1_minus_lane0_dq_median__idelay_cntvaluein_skew__all__no_bit__ctrl_0__lane1_vs_lane0_dq__value_ps,signed_lane1_minus_lane0_dq_median,idelay_cntvaluein_skew,all,,0,lane1_vs_lane0_dq,30,3,13,17,13,10,-10,1,7,6,3,-97,97,0,0,3,8,-4.25,4.25,1,3,5,6,-2,2,1,3,3,-14.25,0.048077,19.0577
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane1__dq10__ctrl_3__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane1,dq10,3,dqs_vs_dq_bit,30,18,17,13,13,19,-19,6,7,6,3,815,393,3,1,2,8,15,-127,3,5,3,6,-268,-37,6,4,2,-4,-0.086538,12.6538
signed_dqs_minus_dq_bit__idelay_cntvaluein_skew__lane0__dq3__ctrl_4__dqs_vs_dq_bit__value_ps,signed_dqs_minus_dq_bit,idelay_cntvaluein_skew,lane0,dq3,4,dqs_vs_dq_bit,30,14,18,12,13,-73,-4,6,7,6,3,254,-80,2,2,1,8,-70.5,-3.5,4,4,4,6,23.5,-137,2,5,1,2.5,0.038462,6.3462
